Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity,tokenid,ipfsnew
1019,600,,,Snow,3.33%,Fresh,1.00%,Gravel,0.33%,Edamame,10.00%,Sour,21.00%,Gas,2.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%,164761673,https://ipfs.some.place/ipfs/Qmdjgjyri2LdRHDQgL7xpoQqULbWcUszynigDpQRYQoYqW
2075,601,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Humanity,2.00%,164765382,https://ipfs.some.place/ipfs/QmNLkVK73Vv3DqBbNnXnF6rQfCe26kPyErikftfFQFSHUc
941,602,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%,164761276,https://ipfs.some.place/ipfs/QmaYMJSk6TuVRYdr7LPBQqLmDG2kA5CMwQ2HgYBLvwrHTe
1123,603,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Courage,3.00%,164762002,https://ipfs.some.place/ipfs/QmUvciB9c1cvs4RMQJ32LZp9qJhr65iPh8ckd8APjuZNkG
21,604,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%,164751510,https://ipfs.some.place/ipfs/QmPKRkzQ3w9qCKAfzXXFDAFFGAZpCbcabU6Sk3ta6oj1k7
827,605,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%,164760367,https://ipfs.some.place/ipfs/QmU3fNeHBhAPrxYKegwprRWRDv1DCFM3xsL39r5JEoZ8WY
1776,606,,,Marble,10.33%,Onyx,0.33%,Caramel,1.00%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%,164764178,https://ipfs.some.place/ipfs/QmVALifLDKpFLevM261t7mDTV743JqChCHHyrw3urvDqJQ
538,607,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%,164756905,https://ipfs.some.place/ipfs/QmWpscgby9PVq12i2941LHLGX9pDdRtWsMkX2Ez3E1d7DS
2387,608,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courage,3.00%,164766522,https://ipfs.some.place/ipfs/QmerNupf57zz5UkL97rYVn9oczhVL8niP8XtFci1dH4CYs
1603,609,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164763544,https://ipfs.some.place/ipfs/QmbXVT8CB71Pk3uLS8k7Eg3xo1DejRmNgzahH8do3g566t
679,610,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%,164758583,https://ipfs.some.place/ipfs/QmQ2u6q4UaYbnjXvLazbp9dSShSJRbpdY9wzKzHxHTT24W
2697,611,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Spool,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Boling,5.00%,Elegance,12.00%,164767987,https://ipfs.some.place/ipfs/QmYUvJadcz8sTDTzs3XwTQdo3zFx8kpnastgdJVHqBwM4z
2791,612,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%,164768584,https://ipfs.some.place/ipfs/QmNVLoSg89Cg6Be8iCN2qXFUeGogTS71cXRZHHBVgE2kE6
1976,613,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%,164765053,https://ipfs.some.place/ipfs/Qmdm3CojGk1o2izckoFL97UCVfdnCSroPjGCCBPMNF9KXw
1118,614,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Love,5.00%,164761996,https://ipfs.some.place/ipfs/QmX7RU67iPwMAL4JMfTMAL4MQYKmouuMGzwR6bL6qwKQ3j
1373,615,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164762817,https://ipfs.some.place/ipfs/QmUDnpRLDxEDu2Zo8F4xRsxb3ae3uJjFCU6hmU2weVD3Cw
1540,616,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%,164763226,https://ipfs.some.place/ipfs/QmZUsGXCq9caR7HCXR66dpw7DDzNjFHCp9ew8w7KZ5KBpd
1812,617,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164764218,https://ipfs.some.place/ipfs/QmbJc5kVQ4dV51jap2nvZv5eE2Zpkdqc2CBYZVrUQxXc1t
685,618,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Courage,3.00%,164758781,https://ipfs.some.place/ipfs/QmSTsNB8BzrTyuXPt9tmXCN5BGu5Af1Tp3k5AvEQ1cEARZ
1704,619,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Spool,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Fairness,3.00%,164763862,https://ipfs.some.place/ipfs/QmSuwn1yVwdrqip4kmfJy8B5exseqxoTejx3uRDrE2xbfL
1728,620,,,Paint,4.33%,Flaked,1.00%,Turquoise Hints,0.33%,Drillbit,10.00%,Bitter,18.00%,Gas,2.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%,164763888,https://ipfs.some.place/ipfs/Qmf9Z9Bg49oWJoGjj4gzNMr2Qd5uFvQoyPbN4HQn767oXC
2008,621,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164765088,https://ipfs.some.place/ipfs/QmWxr4P99WoP1HQ7zCuYJnTZUk8GsTbvmi6t2rQyK2pMs9
1892,622,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%,164764626,https://ipfs.some.place/ipfs/QmTM9csYKDvdHnA3cnmrrrpuEqxEu4kHZbzWkZgbLYH6sV
1038,623,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Beacon,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%,164761694,https://ipfs.some.place/ipfs/QmSRRQzdxiC1tZnHov3V4aWB9J8BgwBZUwYrwo9JewGGxo
1299,624,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Blimp,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%,164762553,https://ipfs.some.place/ipfs/QmagBBKjcKz1VbhXpARyNouyTp6khKsVVjZSXFT2mYjKX9
1810,625,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164764216,https://ipfs.some.place/ipfs/QmUW54HgtihnmvuxfDq1qGR2hc9SoEPiuPDk5hd5zsUBjz
686,626,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%,164758782,https://ipfs.some.place/ipfs/QmXuqrMWyoTuikRq1YvizYfNtdni6aVvEy8LqivSQTts8B
483,627,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Edamame,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Courage,3.00%,164756363,https://ipfs.some.place/ipfs/QmZsg2fW6kvjYJqjgM4Yp7RCu7XDhtydwpVQ3FVnmJjb6k
2284,628,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Patience,5.00%,164766111,https://ipfs.some.place/ipfs/Qmaz76YLBtHHKEHAXdX5qM8bQ5sWgB3KnCrHtPnLoztD8T
2843,629,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Gratitude,4.00%,164768641,https://ipfs.some.place/ipfs/Qmde6xuYXTcz5X7AnZcYrzZKv6ijqoTvucsZmUjweouq67
1026,630,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%,164761681,https://ipfs.some.place/ipfs/QmV1DmK21atCkvtkorALSd3fuZo1Kdwg4axDdSSoYpUbvf
2216,631,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%,164765805,https://ipfs.some.place/ipfs/Qmcay8bH7JgZGDKiG7srFHa6JMb3NL2Kwjb7XeXZVrevBM
925,632,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%,164761258,https://ipfs.some.place/ipfs/QmSYzcMd85Dm2KTL3GjP9TyNaTM1D9ECQ5mGmHVymr2rhM
895,633,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Wormhole,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%,164761225,https://ipfs.some.place/ipfs/QmaW3ktvNKGp9Uj2JLEGYQxxtaEF1FqACkwxrvvmedWc86
307,634,,,Faux Fur,1.67%,Arctic Hare,0.33%,Eggshell,3.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Humor,1.00%,164754318,https://ipfs.some.place/ipfs/QmTuqUFTWniZahCf9a55wQfRm27o5rFGyWzTKEhCNoGpGB
1479,635,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%,164763158,https://ipfs.some.place/ipfs/QmUyaqzfpvDM7hFWnd45byM7HBPLgbJZruKSCT6Xqn5Jz6
1543,636,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Beacon,10.00%,Sour,21.00%,Plasma,8.00%,Severe,9.00%,Steamy,30.00%,Kindness,15.00%,164763229,https://ipfs.some.place/ipfs/QmXEL2Ta1FFUHPmvZXjkbCBgDdYCwSHWHXb5s1FHxMNmYY
968,637,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Wormhole,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164761617,https://ipfs.some.place/ipfs/QmWax8CfEjQYzkynbXmxuPfNKvfCz9R9WzCHUSKSCiAHzk
485,638,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Spool,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Courtesy,5.00%,164756365,https://ipfs.some.place/ipfs/QmehFfsi9AYr8mjYuRKd1Tv9F9quX1i9mRGLUzh5FLLyXA
2493,639,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%,164767023,https://ipfs.some.place/ipfs/Qmc7pGWuY8QcJPCnuYYbsJdqsfg45n98v9ovwX5noFVbUo
2039,640,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Drillbit,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%,164765122,https://ipfs.some.place/ipfs/QmZk4guUCmKsCfVumt2BMkEFCQk8qR346adiJg92bPwPQE
886,641,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Courtesy,5.00%,164761215,https://ipfs.some.place/ipfs/QmTnpk7U322eNVHXNmSd3WMjXkoFGDS7vsaWSfkdC93KC4
236,642,,,Metal,7.33%,Rusty,2.00%,Toxic Green,0.33%,Original,10.00%,Umami,1.00%,Condensate,10.00%,Severe,9.00%,Boling,5.00%,Kindness,15.00%,164753658,https://ipfs.some.place/ipfs/QmTCt17zxJBP5VBHSDWpL6CM8KZz5JudWdMYvGb9TrmTN1
372,643,,,Plastic,0.67%,Ribbed,0.67%,Pomegranate,0.67%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Honesty,3.00%,164755066,https://ipfs.some.place/ipfs/QmYD7GpsoUGQb1j3NTkJgHehg2bGPzuQguMi8eqe3RMT1U
1710,644,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%,164763869,https://ipfs.some.place/ipfs/Qmdwv5yiWuuEmvP64yMvx6dd1Cqb7Deyb8HKn6VNL8oJHT
88,645,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%,164752088,https://ipfs.some.place/ipfs/QmV5AqTF7VY3AjNS7EscXYQd7aXewLepUif6RAkDRuVCpa
2677,646,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Love,5.00%,164767965,https://ipfs.some.place/ipfs/QmeeVkGD4DpWTo73beNg9YDe2fCdDE7eK2mBNjRhoAPrwA
1289,647,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Wisdom,5.00%,164762542,https://ipfs.some.place/ipfs/QmTcEnyJtrJTy2EVfrmQdqGwZvsfNxFrLTeR2vANEqgZLa
1378,648,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%,164762822,https://ipfs.some.place/ipfs/QmVAZiiogcQpeoR51EwMctv1zbHWW2W9DkiUPZw2VXzgit
2884,649,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Carrot,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Charm,6.00%,164769072,https://ipfs.some.place/ipfs/Qmeq7qqnvByVfyRhSfPFh2EJcXBHvgd5HskCgEM2zQyA3i
148,650,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Sympathy,3.00%,164752698,https://ipfs.some.place/ipfs/QmX8JXmMAYW2z69rp8c8cC4kyhLszzXodSMGf7AcqGeSHv
2025,651,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Classic,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%,164765107,https://ipfs.some.place/ipfs/QmR5j9pp4yLu1mLy4MUkppeMX2AFv5neDsQgtyWPBumj6e
145,652,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%,164752695,https://ipfs.some.place/ipfs/QmPCTWX25n36Dnc8UW6y1u9MR9JpGjcFRmh5vebGAWLkuv
2960,653,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%,164769806,https://ipfs.some.place/ipfs/QmSo5dDG7HFvcXyb5qvp5AF2JD93sjiJGKvH5yTusSqdkS
1664,654,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Sympathy,3.00%,164763818,https://ipfs.some.place/ipfs/QmUkqojwQfrSqkDTJNoSDFkR5hNVsysGUbU5FwUwgUJFZN
419,655,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%,164755506,https://ipfs.some.place/ipfs/QmRBdSsNbE5frbQngERZNxj1y7CucU3r88qJaLpzxtF3px
1486,656,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Honesty,3.00%,164763166,https://ipfs.some.place/ipfs/QmV4o3mnDCZL5L62z5cXm66eDbVSScMUM7iWjmrHRBNQyV
2656,657,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Fairness,3.00%,164767942,https://ipfs.some.place/ipfs/QmchoBpCtCHoxq6HDbsbceca8YzFMYSLFEArqpCnu88gH3
279,658,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Gratitude,4.00%,164754023,https://ipfs.some.place/ipfs/QmSwfM6BPZvhoqM4QdpNhjMyQACNs7dC1XKkZyr2PW7Qk2
661,659,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Blimp,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Fairness,3.00%,164758449,https://ipfs.some.place/ipfs/QmSNVDn9f8F2hmv9kGRa1g8eBVgHdrYdd2xcuiEzBuC2Z6
858,660,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164761184,https://ipfs.some.place/ipfs/QmeJXjP7Jrmjamx2HmuKRMM9jYW5CyQSkEPYJcnHrPbr9V
1120,661,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%,164761999,https://ipfs.some.place/ipfs/QmbzpHwLRuUPNyYg58SFeJJf7tpAGVnqRNcs5FaaLaHHcM
502,662,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%,164756646,https://ipfs.some.place/ipfs/QmVwdyxGs58mgJ7DXKJd2BzhphQCcQJ4pbZJAjiTpKVjQB
2470,663,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Charm,6.00%,164766998,https://ipfs.some.place/ipfs/QmQkCNzQNEjojqgef5XNikYCatDJjoUfxfZ1TtNwdPM6he
994,664,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Spool,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%,164761646,https://ipfs.some.place/ipfs/QmfYFXW4adattEQbTjTYevgQcPyN8Kv2Yik8kF9yzHVR2d
1454,665,,,Faux Fur,1.67%,Puma,0.33%,Tan,4.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Toxic,1.00%,Steamy,30.00%,Charm,6.00%,164763131,https://ipfs.some.place/ipfs/QmYivsqVStbNjaTku83kPCG7RUTMXFG5KtSMf4nkcc4x6w
857,666,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Empathy,3.00%,164761183,https://ipfs.some.place/ipfs/Qmao4WGyAgTkJG84tpuRRW9tToSF4SDdcMJUr12EiZLEPZ
518,667,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%,164756759,https://ipfs.some.place/ipfs/QmR5b65ptpmf7JQrGLBZJkFeBCYxB7q6pwvWokB9CVMEse
787,668,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%,164759901,https://ipfs.some.place/ipfs/QmRtBWkFW3aXY75mp563JUkMqSGtdUnf1coG6MpNrJJQHg
2779,669,,,Wood,7.67%,Dust,0.33%,Mustard,1.33%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Toxic,1.00%,Toasty,22.00%,Kindness,15.00%,164768570,https://ipfs.some.place/ipfs/Qmdwa5ojtv1zXaCgbQh3s9bCZpbT8abSx4KgKmSMBAxZiR
798,670,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Original,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164760025,https://ipfs.some.place/ipfs/QmbyUKjTaFQYHbqUXxD1trW2iXBuuGYetA3DLXW1mTQXpH
2706,671,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%,164767997,https://ipfs.some.place/ipfs/QmZUjqH2qZb1kHgc5f4DaCJYHbfuMJUgQRGDy2eM7rLAgn
687,672,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Courtesy,5.00%,164758783,https://ipfs.some.place/ipfs/QmVeGt4wSWjyZKnSogszE2m4kj6Xnm6WoYsgkVAv3czbvX
2812,673,,,Ceramic,7.67%,Small Square Tiles,0.33%,Forest Green,2.00%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Toxic,1.00%,Ambient,41.00%,Fairness,3.00%,164768607,https://ipfs.some.place/ipfs/QmQNmdkxifMtAq37xfYmSnwVEDdMKHjnofy8nF6bmh3CQP
213,674,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Patience,5.00%,164753432,https://ipfs.some.place/ipfs/QmfYPuADkhb9qYmT4nVj4xzz9YRaSyFVoyw6nxedeM6MLM
1345,675,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Carrot,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%,164762604,https://ipfs.some.place/ipfs/QmZ4FjD8rasrfhkdzHZk8Ze7y9Yq49bsr7oimYbbY35eFn
1921,676,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164764658,https://ipfs.some.place/ipfs/QmPGuuWpuQSLkrKzsP1TQKQZSLFFHQiZf1HBQSw3zxqpEB
273,677,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Charm,6.00%,164754017,https://ipfs.some.place/ipfs/QmekyL7p4iKBvRA3hBAZYYs7hh3SkWcpicDb42JQKxXmh8
1445,678,,,Plaster,5.67%,Patchy,1.00%,Coral,0.33%,Spool,10.00%,Salty,30.00%,Gas,2.00%,Severe,9.00%,Ambient,41.00%,Love,5.00%,164762896,https://ipfs.some.place/ipfs/QmU6uMfmrhx5DBsRBY6GV7B4fTNehxZebzGmG2HCcKoFaK
2682,679,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Kindness,15.00%,164767971,https://ipfs.some.place/ipfs/QmYmaw19hjArzrshanTHVF42i3Fy2Q6eoNP9nn1XN5h1mG
712,680,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%,164759074,https://ipfs.some.place/ipfs/QmQJsjgpU6xQoqoHhgtPNipPoiaiE9rA6QfVVXhXpQsaMQ
698,681,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%,164758878,https://ipfs.some.place/ipfs/QmSW4YPaEMJgpukLpB9bJhm7WL1qRYmQ74M5G3gzqbQakU
2037,682,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Patience,5.00%,164765120,https://ipfs.some.place/ipfs/QmVa71pFbryy4mCZiRQTrgZYwEHeowFcd7cxDRhARdv842
2711,683,,,Paint,4.33%,Textured,2.33%,Peach,0.33%,Hourglass,10.00%,Umami,1.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Love,5.00%,164768003,https://ipfs.some.place/ipfs/QmfJyKQyPWMv3kR9gcw7wmMoUXrqpN6bxoUDMqNh2Bu5As
456,684,,,Faux Fur,1.67%,Fox,0.33%,Molasses,2.00%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Chilled,2.00%,Sympathy,3.00%,164755977,https://ipfs.some.place/ipfs/QmYVcW8Yz5dEmN8xbgbhPqwR1uPRh1wVJ8roHPcFrjZ58s
