Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity,tokenid,ipfsnew
2867,685,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%,164769053,https://ipfs.some.place/ipfs/Qma6oHSErsb9H6qHfz4T4UVZiWSaqwJAUU3yhHqTUYnyt3
373,686,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%,164755067,https://ipfs.some.place/ipfs/Qma1imMgejiWrsQGPyKK5WobpaLvjejNDnmhNt94M8CqFK
1610,687,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Beacon,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Elegance,12.00%,164763552,https://ipfs.some.place/ipfs/QmcciDNyUom2nir2FLMXQH5T999AoG462CisPyxGAd7R4r
855,688,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%,164761181,https://ipfs.some.place/ipfs/QmSUQGjA2WYRSMjPEPcuUbeRYJLjMM1wkaeQuGszZJzjFG
1865,689,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164764596,https://ipfs.some.place/ipfs/QmVojvNHQaexGQT7E4AsmxEHevGvpEWcwD7yHFS7DGg1vH
512,690,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%,164756753,https://ipfs.some.place/ipfs/QmdTs51o74jb2uqkZzRcFpFTQeG1DGakPxsPw3Z5Zcka6q
4,691,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164750439,https://ipfs.some.place/ipfs/QmUExZ5p4sU1vNJKMpB2UMbFpTn7f6bhpfTbSQHFEaFmdF
709,692,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Love,5.00%,164758973,https://ipfs.some.place/ipfs/QmfXTg6w8Lw5gjTVynsbSHaJsiqNoMJ6B1zddvfQLt55bE
1842,693,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Original,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%,164764251,https://ipfs.some.place/ipfs/QmaQc81eYeeoGsv59mFZL6aY2csFsS1b2ZM2LKLihyykQB
2136,694,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Pride,15.00%,164765449,https://ipfs.some.place/ipfs/QmPvBcq5rijTgEQm7pjZfnauKK2LE81V4GUiiVq5cqHJx5
1646,695,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%,164763591,https://ipfs.some.place/ipfs/Qmbg2rGxBQkzsUTkjAsrGF2rphWjgZ2X5ETMk4USzHmQeX
1530,696,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%,164763215,https://ipfs.some.place/ipfs/QmWiPSGwY3tzpC2B5KHEq6W8KgZpoZVo9aexyN2JnQ4FrG
1245,697,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%,164762311,https://ipfs.some.place/ipfs/Qmf3Vty8JWdkNXXv3469RLH5Rd44gd8X8Zgy62AsBk6zWv
2447,698,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%,164766588,https://ipfs.some.place/ipfs/QmRwzRY7ZSTF3R4qm1hMNJfM563XiwQPdwSRD3YvyUHjBy
369,699,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Courtesy,5.00%,164754960,https://ipfs.some.place/ipfs/Qmcri7tk7xzaomZWppe3w7Ttd2ZLbrbaGf31Cg7Fw62HeM
2455,700,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%,164766981,https://ipfs.some.place/ipfs/QmUMHFbj3uaBKwzeyQ8j6XnYBinGwgekEneS1zwtyTWfKq
13,701,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Classic,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%,164750679,https://ipfs.some.place/ipfs/Qmf6xy1QQcS4NVXb5Hed4wumWFuKetvia1QSjp1SHGpiWa
2317,702,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Drillbit,10.00%,Umami,1.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Loyalty,2.00%,164766147,https://ipfs.some.place/ipfs/QmWKioFt58AQJqrbPfBqczAUZzqjbfjc25uU7gAa5CqiHi
251,703,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Spool,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%,164753841,https://ipfs.some.place/ipfs/QmZfuixtf6iaV4CyGs59pnhEk4Bd8Ez19sy7skXF1WF8gm
2463,704,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Wormhole,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Charm,6.00%,164766990,https://ipfs.some.place/ipfs/QmdKSiBAd5Z6pp89KhZCThtBeGpgsoTL4dHTP1k3dUrFJs
1838,705,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%,164764246,https://ipfs.some.place/ipfs/QmVat4bFZALkNm2ntp7pwE7VYhEJKqmPNWQtrRF9MgW6e2
210,706,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Classic,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%,164753429,https://ipfs.some.place/ipfs/QmUHySLQ3g6Q3hMxbnvuwXWEvYEWBQ8exUC4zfJMphafKu
2667,707,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Love,5.00%,164767954,https://ipfs.some.place/ipfs/QmZWp9mcpgG1MWdz9XeEJm59GWcUzWBLsmroWLfz586VrL
681,708,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%,164758777,https://ipfs.some.place/ipfs/QmVThD2DnwqGsSpCPQFHNXxJz2cVQxkUEoDPRdXqjfv3UT
1467,709,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%,164763145,https://ipfs.some.place/ipfs/QmWe151HTdKaC9NS7eHHwvMi9RddmfoJmYhEFfWjQoordE
702,710,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Original,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164758966,https://ipfs.some.place/ipfs/QmdeoC1VNVbSr3qnoLfuMiv6PtR1tBswWikLzQSbKkQdMo
389,711,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%,164755173,https://ipfs.some.place/ipfs/QmaGKELjNvkc7DbCxAxnhCv42QaDjNoJ812wYzp3sc1pw9
2238,712,,,Concrete,9.00%,Diagonal Square,0.33%,Black & White,1.33%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Humor,1.00%,164765829,https://ipfs.some.place/ipfs/QmYqp85JjhaorF4bYorZ9Gb823R5RsngYUj94wzMxNLsRm
445,713,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Beacon,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Courtesy,5.00%,164755871,https://ipfs.some.place/ipfs/QmR9UF9S5CPbaS2vWupKZpsuGwYpx7AgcU7G2VwR1qKxaW
1792,714,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%,164764196,https://ipfs.some.place/ipfs/QmTyP5mdS5Zs3WhAcrMgm95oxprJ8qbqFfHwepCqGn22NP
2057,715,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164765362,https://ipfs.some.place/ipfs/QmdMCpoUGtdXhdo4fjJa1RpS68xUcmY2t2kir8y9BusZn8
1825,716,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Blimp,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164764232,https://ipfs.some.place/ipfs/QmNhDQ5vKShfDLnDd3sNqajnKRtCSudBEaEBFFspw7Y892
630,717,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Drillbit,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164758122,https://ipfs.some.place/ipfs/QmXe2KYvn6Eo36kKfi2Ad8iboZ94a9EkMXyUHyeNuzoPfc
2476,718,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%,164767004,https://ipfs.some.place/ipfs/QmbjLoGFx2YMCutW8WMnDKPz8Umv4ctRiQ1J8iD1zFEwur
869,719,,,Snow,3.33%,Fresh,1.00%,Gravel,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Elegance,12.00%,164761196,https://ipfs.some.place/ipfs/QmS46idKyxkPFDSCqPvae77VpEug65L5Ki1pGjeV3bykwz
1931,720,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Love,5.00%,164764669,https://ipfs.some.place/ipfs/QmNN5BFggMpkr3WkBoLxeF8gcXg86epkCbEXwystbGipE3
810,721,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164760238,https://ipfs.some.place/ipfs/QmVNjfghQHcbLQ8uaxua3s7HVpUsByveEqhps31sJQfjh5
960,722,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%,164761609,https://ipfs.some.place/ipfs/Qmb5D7fy9WEPMar8PZ937DWq4gVK1sr1QHBkY6xYrzVqqD
2631,723,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Beacon,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%,164767607,https://ipfs.some.place/ipfs/QmPeZc4KSEjtCWSG6NQdpBPGutFz6f3TsfrjTbC1p4AsSP
1493,724,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Kindness,15.00%,164763174,https://ipfs.some.place/ipfs/QmWVXnZvC1oYoR4kHaqcJVF2665QCeZbSU4GJEnNbSYpcW
2810,725,,,Plaster,5.67%,Patchy,1.00%,Coral,0.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Artistry,5.00%,164768605,https://ipfs.some.place/ipfs/Qme98KwbQ6yGxL3i1193UsxaLsMJQBQpWEkmMLhrwc7YFm
2415,726,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Charm,6.00%,164766553,https://ipfs.some.place/ipfs/QmbPyNSxULw4GStdkfKNvoiEk32Z73A8EfG3tsv7bxUkt9
1957,727,,,Metal,7.33%,Scratched,1.67%,Jungle Green,0.33%,Carrot,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Forgiveness,1.00%,164765032,https://ipfs.some.place/ipfs/Qmbr5WoR2huhoQzkTHQVXZMdqfcpwwNA6CzKgyvmdYnd6a
2641,728,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Blimp,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%,164767618,https://ipfs.some.place/ipfs/QmUuZV1rAiGybixjyxJC6rQVNC77mY6gpZZEeHrPLR55Dc
604,729,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%,164757771,https://ipfs.some.place/ipfs/QmXYXQH36WP1FsK3k5hkPK3XU2MGEtFe2J8m84pDQ6bWC5
366,730,,,Plastic,0.67%,Ribbed,0.67%,Pomegranate,0.67%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Gratitude,4.00%,164754957,https://ipfs.some.place/ipfs/QmUJcpXuALuwaSb8qPfUfjuuQR8bU8mDiyskCcxMqWzWPA
1799,731,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164764203,https://ipfs.some.place/ipfs/QmRLsnpPhEjKYoy8149w623KBHreLj9cqfmkNqehQe1u9L
201,732,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%,164753371,https://ipfs.some.place/ipfs/QmbpAo4ANhK9AsjNiuxhvyXUp2pYen15vyx1SogtbEntRk
1805,733,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%,164764210,https://ipfs.some.place/ipfs/QmZqtGmMzCpS36pgipZFRFW2A7362VxdbB9QKWdiSpBNbD
2646,734,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Blimp,10.00%,Umami,1.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%,164767623,https://ipfs.some.place/ipfs/QmbbHNXA2c32nj2Sgr5A7BmwNzhPprUk9NgZFrk4RCNH6f
2265,735,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%,164766090,https://ipfs.some.place/ipfs/QmRds6WuYu15ZeDhGGfc6z1V6kzXjc8ygJqWfbj1jrwpag
2137,736,,,Cork,2.67%,Agglomerated,0.33%,Midnight,1.33%,Blimp,10.00%,Sweet,30.00%,Gas,2.00%,Mild,40.00%,Boling,5.00%,Pride,15.00%,164765450,https://ipfs.some.place/ipfs/QmYfrsHyPG27ikHJKa6i1YimXqG3ZEJaBVeTvUqUtrdGRR
1911,737,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164764647,https://ipfs.some.place/ipfs/QmPTQgx47poqrA6pRvXLee3V5vyvp1K3K4sbwNABSBv81D
304,738,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Drillbit,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164754315,https://ipfs.some.place/ipfs/QmbRuFjJr5fY7f5sGTFRnqadDo7tFE7qyRFbx2LAKk3q9G
1932,739,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%,164764670,https://ipfs.some.place/ipfs/Qmc8GRgmCfckMuAdvqx1VPLcLogeebjPrkXzkWseQ1HspV
1816,740,,,Flora,4.67%,Leafy,1.00%,Autumn,0.33%,Spool,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Loyalty,2.00%,164764222,https://ipfs.some.place/ipfs/QmPqVYSJtWNrJLtE6csdcQEB3gCkonj27cfqckCGZqvho1
555,741,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%,164757183,https://ipfs.some.place/ipfs/QmShK8dPybmNdj2eRbxhThjZroztYBi3iFp97b3QjX1nr4
170,742,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164753044,https://ipfs.some.place/ipfs/QmV2PjWDV9XA3AZUX9gXWGZC2GHSuni2fU5mx7iJWgJiND
1681,743,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%,164763837,https://ipfs.some.place/ipfs/QmY4Hiw2A9JSjKV7fFGtR9BJuFhcTiHxi8JZmr2tzExufm
1667,744,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%,164763821,https://ipfs.some.place/ipfs/QmSKEqYfz4QPTDxyX3hLzcAAuoc1N9yizhaPK2niRXqkjs
112,745,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%,164752366,https://ipfs.some.place/ipfs/QmPZhc2SLpeoujyg2MbAmgsYxfWRWjs8XZjZZiXedDvhRB
1126,746,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Wormhole,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%,164762005,https://ipfs.some.place/ipfs/QmVsDpE85A4aHVWVZTGujYi6pXfbhuk88fzXku7dBvhN7F
1008,747,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164761661,https://ipfs.some.place/ipfs/QmXRtBZPjxvAFPgjBQGxLBHYp4t3BWiP1CMohHog61FP5T
2689,748,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164767978,https://ipfs.some.place/ipfs/QmYSSYxGASaSNeVPaMGkNCUgHx2HyuAYdumK6aUJiVoJmi
537,749,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%,164756904,https://ipfs.some.place/ipfs/QmUVSAum5eonbSDnq5TckJydHit9nam9VEVy88P5HqHboG
1199,750,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Elegance,12.00%,164762260,https://ipfs.some.place/ipfs/Qme6aJakcr4w2tpwh5jRVDj3oHqDZUKjfdSWToZFemWoAj
208,751,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Original,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%,164753378,https://ipfs.some.place/ipfs/QmSNp3TcwoSQmK9izFt79YTqifvMCpU6fgheHUYYbtMUkC
1176,752,,,Paint,4.33%,Flaked,1.00%,Turquoise Hints,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Loyalty,2.00%,164762235,https://ipfs.some.place/ipfs/QmaMhii7nYBR3bzvnXYotUHa3MBKSMDjKHYWbjomCRjtmF
1803,753,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164764208,https://ipfs.some.place/ipfs/QmX3msfPfAPBxRLXRsgEqgrvsbGuiTNPUoazXdkvAg6RBG
841,754,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164760635,https://ipfs.some.place/ipfs/QmfJ6B2XNB1WR55aDkTRq6PQeGkrGHm4A7ZHzpsNxMMFHj
1523,755,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164763207,https://ipfs.some.place/ipfs/Qmbp6zxwMbQn3hNf2e3e4qCjBwLNkYG9y7MA1c2jcmwUFs
952,756,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Courtesy,5.00%,164761600,https://ipfs.some.place/ipfs/QmSbomFdyZ8QjvaxBxnNsZSsc8962XNoX7CmEFEhr85dMd
1017,757,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Original,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%,164761671,https://ipfs.some.place/ipfs/QmY9HbgNtd1zmKFuiiW7LtCpbspw3NcPJ2oTnp1ZWH3xy9
1666,758,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%,164763820,https://ipfs.some.place/ipfs/QmUVRnDK18Cqmuw5GthaodMoeqYtbe9W7d8g5ex2WKm5J3
1849,759,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%,164764258,https://ipfs.some.place/ipfs/QmeQGLFoaHRcCkYYEPFZWsZmE4dKonozcj5eFsBXnuDdFj
2978,760,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%,164769827,https://ipfs.some.place/ipfs/QmTkd5UYM87GijbBPzCShK4jb2SnK8SpYDaTwWQWoFQk9n
2247,761,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164765839,https://ipfs.some.place/ipfs/QmUMNPt6qMRkSS8uLE984vX8SR3Q8HqQpiMrEbe6dubLNd
1846,762,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%,164764255,https://ipfs.some.place/ipfs/Qmf1nSJXxzHM4sSCMMeahYH7Qzr6Y4EGXgSeHKVFNP7v4U
408,763,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%,164755377,https://ipfs.some.place/ipfs/QmXn8P1aWCwpQ35irEQSCYhPGsjH1tCAYvAjhfwpb4LNaE
1062,764,,,Metal,7.33%,Decorative,0.33%,Dark Gray,0.67%,Edamame,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164761935,https://ipfs.some.place/ipfs/QmVsakjvywenZGLaiD7MHLwprFricQWP4vxLtz6ryV1kbs
998,765,,,Fiber Glass,0.67%,Sharp,0.67%,Blueberry,0.67%,Classic,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Wisdom,5.00%,164761650,https://ipfs.some.place/ipfs/QmSeEVmdAcAtUKKUNKJ6QzfCBSrPecDFzSpq8axfNEeXbT
2157,766,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164765740,https://ipfs.some.place/ipfs/QmfEQw3juEr5taKd8gnFEQYEcPXxT51thDjGy2bPZqSqbA
1263,767,,,Ceramic,7.67%,Monochromatic Mosaic,0.67%,Mellow,0.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Elegance,12.00%,164762514,https://ipfs.some.place/ipfs/QmRHTANt4mic7dZqPnCVMMfNqMdpDbLkwRF9jtLBcJyLpM
2418,768,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164766556,https://ipfs.some.place/ipfs/QmR3FuMhh3yPJrLoGNBnHHLbvKnGfPMsCcmLWkgESm85HD
351,769,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Drillbit,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164754820,https://ipfs.some.place/ipfs/QmeNxybN1g5R5RNjcsvFoBCnrAojsHWj7jv8Xhvoz3W2UC
2553,770,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Edamame,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%,164767521,https://ipfs.some.place/ipfs/QmSWKZyTS774hMPX2SFJNdifBA9tXpiKTNtBquhoyXxtLz
